
Standard,Family,Product_Group,Voltage_kV,Current_A,Base_Code,Test_Point,Cable_Range_Code,Cable_OD_Min_mm,Cable_OD_Max_mm,Conductor_Code,Concentric_AWG,Concentric_mm2,Compact_AWG,Compact_mm2,Connector_Type,Fuse_Manufacturer,Final_Product_Code
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,04,#2,35,#1,,Bi-metal,,35-LE200C04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,05,#1,,1/0,50,Copper,,35-LE200C05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,05,#1,,1/0,50,Bi-metal,,35-LE200C05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,06,1/0,50,2/0,70,Copper,,35-LE200C06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,06,1/0,50,2/0,70,Bi-metal,,35-LE200C06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,07,2/0,70,3/0,,Copper,,35-LE200C07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,07,2/0,70,3/0,,Bi-metal,,35-LE200C07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,08,3/0,,4/0,95,Copper,,35-LE200C08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,08,3/0,,4/0,95,Bi-metal,,35-LE200C08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,09,4/0,95,250,120,Copper,,35-LE200C09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,09,4/0,95,250,120,Bi-metal,,35-LE200C09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,10,250,120,300,,Copper,,35-LE200C10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,10,250,120,300,,Bi-metal,,35-LE200C10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,01,#6,,#4,,Copper,,35-LE200D01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,01,#6,,#4,,Bi-metal,,35-LE200D01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,02,#4,,#3,25,Copper,,35-LE200D02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,02,#4,,#3,25,Bi-metal,,35-LE200D02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,03,#3,25,#2,35,Copper,,35-LE200D03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,03,#3,25,#2,35,Bi-metal,,35-LE200D03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,04,#2,35,#1,,Copper,,35-LE200D04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,04,#2,35,#1,,Bi-metal,,35-LE200D04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,05,#1,,1/0,50,Copper,,35-LE200D05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,05,#1,,1/0,50,Bi-metal,,35-LE200D05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,06,1/0,50,2/0,70,Copper,,35-LE200D06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,06,1/0,50,2/0,70,Bi-metal,,35-LE200D06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,07,2/0,70,3/0,,Copper,,35-LE200D07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,07,2/0,70,3/0,,Bi-metal,,35-LE200D07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,08,3/0,,4/0,95,Copper,,35-LE200D08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,08,3/0,,4/0,95,Bi-metal,,35-LE200D08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,09,4/0,95,250,120,Copper,,35-LE200D09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,09,4/0,95,250,120,Bi-metal,,35-LE200D09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,10,250,120,300,,Copper,,35-LE200D10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,D,27.6,33.3,10,250,120,300,,Bi-metal,,35-LE200D10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,01,#6,,#4,,Copper,,35-LE200E01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,01,#6,,#4,,Bi-metal,,35-LE200E01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,02,#4,,#3,25,Copper,,35-LE200E02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,02,#4,,#3,25,Bi-metal,,35-LE200E02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,03,#3,25,#2,35,Copper,,35-LE200E03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,03,#3,25,#2,35,Bi-metal,,35-LE200E03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,04,#2,35,#1,,Copper,,35-LE200E04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,04,#2,35,#1,,Bi-metal,,35-LE200E04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,05,#1,,1/0,50,Copper,,35-LE200E05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,05,#1,,1/0,50,Bi-metal,,35-LE200E05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,06,1/0,50,2/0,70,Copper,,35-LE200E06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,06,1/0,50,2/0,70,Bi-metal,,35-LE200E06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,07,2/0,70,3/0,,Copper,,35-LE200E07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,07,2/0,70,3/0,,Bi-metal,,35-LE200E07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,08,3/0,,4/0,95,Copper,,35-LE200E08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,08,3/0,,4/0,95,Bi-metal,,35-LE200E08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,09,4/0,95,250,120,Copper,,35-LE200E09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,09,4/0,95,250,120,Bi-metal,,35-LE200E09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,10,250,120,300,,Copper,,35-LE200E10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,E,31.3,37.3,10,250,120,300,,Bi-metal,,35-LE200E10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,01,#6,,#4,,Copper,,35-LE200F01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,01,#6,,#4,,Bi-metal,,35-LE200F01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,02,#4,,#3,25,Copper,,35-LE200F02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,02,#4,,#3,25,Bi-metal,,35-LE200F02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,03,#3,25,#2,35,Copper,,35-LE200F03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,03,#3,25,#2,35,Bi-metal,,35-LE200F03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,04,#2,35,#1,,Copper,,35-LE200F04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,04,#2,35,#1,,Bi-metal,,35-LE200F04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,05,#1,,1/0,50,Copper,,35-LE200F05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,05,#1,,1/0,50,Bi-metal,,35-LE200F05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,06,1/0,50,2/0,70,Copper,,35-LE200F06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,06,1/0,50,2/0,70,Bi-metal,,35-LE200F06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,07,2/0,70,3/0,,Copper,,35-LE200F07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,07,2/0,70,3/0,,Bi-metal,,35-LE200F07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,08,3/0,,4/0,95,Copper,,35-LE200F08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,08,3/0,,4/0,95,Bi-metal,,35-LE200F08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,09,4/0,95,250,120,Copper,,35-LE200F09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,09,4/0,95,250,120,Bi-metal,,35-LE200F09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,10,250,120,300,,Copper,,35-LE200F10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,F,37.4,43.0,10,250,120,300,,Bi-metal,,35-LE200F10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,01,#6,,#4,,Copper,,35-LE200TC01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,01,#6,,#4,,Bi-metal,,35-LE200TC01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,02,#4,,#3,25,Copper,,35-LE200TC02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,02,#4,,#3,25,Bi-metal,,35-LE200TC02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,03,#3,25,#2,35,Copper,,35-LE200TC03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,03,#3,25,#2,35,Bi-metal,,35-LE200TC03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,04,#2,35,#1,,Copper,,35-LE200TC04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,04,#2,35,#1,,Bi-metal,,35-LE200TC04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,05,#1,,1/0,50,Copper,,35-LE200TC05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,05,#1,,1/0,50,Bi-metal,,35-LE200TC05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,06,1/0,50,2/0,70,Copper,,35-LE200TC06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,06,1/0,50,2/0,70,Bi-metal,,35-LE200TC06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,07,2/0,70,3/0,,Copper,,35-LE200TC07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,07,2/0,70,3/0,,Bi-metal,,35-LE200TC07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,08,3/0,,4/0,95,Copper,,35-LE200TC08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,08,3/0,,4/0,95,Bi-metal,,35-LE200TC08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,09,4/0,95,250,120,Copper,,35-LE200TC09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,09,4/0,95,250,120,Bi-metal,,35-LE200TC09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,10,250,120,300,,Copper,,35-LE200TC10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,C,21.5,26.7,10,250,120,300,,Bi-metal,,35-LE200TC10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,01,#6,,#4,,Copper,,35-LE200TD01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,01,#6,,#4,,Bi-metal,,35-LE200TD01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,02,#4,,#3,25,Copper,,35-LE200TD02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,02,#4,,#3,25,Bi-metal,,35-LE200TD02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,03,#3,25,#2,35,Copper,,35-LE200TD03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,03,#3,25,#2,35,Bi-metal,,35-LE200TD03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,04,#2,35,#1,,Copper,,35-LE200TD04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,04,#2,35,#1,,Bi-metal,,35-LE200TD04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,05,#1,,1/0,50,Copper,,35-LE200TD05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,05,#1,,1/0,50,Bi-metal,,35-LE200TD05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,06,1/0,50,2/0,70,Copper,,35-LE200TD06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,06,1/0,50,2/0,70,Bi-metal,,35-LE200TD06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,07,2/0,70,3/0,,Copper,,35-LE200TD07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,07,2/0,70,3/0,,Bi-metal,,35-LE200TD07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,08,3/0,,4/0,95,Copper,,35-LE200TD08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,08,3/0,,4/0,95,Bi-metal,,35-LE200TD08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,09,4/0,95,250,120,Copper,,35-LE200TD09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,09,4/0,95,250,120,Bi-metal,,35-LE200TD09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,10,250,120,300,,Copper,,35-LE200TD10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,D,27.6,33.3,10,250,120,300,,Bi-metal,,35-LE200TD10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,01,#6,,#4,,Copper,,35-LE200TE01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,01,#6,,#4,,Bi-metal,,35-LE200TE01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,02,#4,,#3,25,Copper,,35-LE200TE02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,02,#4,,#3,25,Bi-metal,,35-LE200TE02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,03,#3,25,#2,35,Copper,,35-LE200TE03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,03,#3,25,#2,35,Bi-metal,,35-LE200TE03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,04,#2,35,#1,,Copper,,35-LE200TE04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,04,#2,35,#1,,Bi-metal,,35-LE200TE04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,05,#1,,1/0,50,Copper,,35-LE200TE05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,05,#1,,1/0,50,Bi-metal,,35-LE200TE05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,06,1/0,50,2/0,70,Copper,,35-LE200TE06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,06,1/0,50,2/0,70,Bi-metal,,35-LE200TE06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,07,2/0,70,3/0,,Copper,,35-LE200TE07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,07,2/0,70,3/0,,Bi-metal,,35-LE200TE07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,08,3/0,,4/0,95,Copper,,35-LE200TE08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,08,3/0,,4/0,95,Bi-metal,,35-LE200TE08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,09,4/0,95,250,120,Copper,,35-LE200TE09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,09,4/0,95,250,120,Bi-metal,,35-LE200TE09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,10,250,120,300,,Copper,,35-LE200TE10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,E,31.3,37.3,10,250,120,300,,Bi-metal,,35-LE200TE10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,01,#6,,#4,,Copper,,35-LE200TF01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,01,#6,,#4,,Bi-metal,,35-LE200TF01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,02,#4,,#3,25,Copper,,35-LE200TF02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,02,#4,,#3,25,Bi-metal,,35-LE200TF02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,03,#3,25,#2,35,Copper,,35-LE200TF03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,03,#3,25,#2,35,Bi-metal,,35-LE200TF03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,04,#2,35,#1,,Copper,,35-LE200TF04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,04,#2,35,#1,,Bi-metal,,35-LE200TF04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,05,#1,,1/0,50,Copper,,35-LE200TF05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,05,#1,,1/0,50,Bi-metal,,35-LE200TF05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,06,1/0,50,2/0,70,Copper,,35-LE200TF06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,06,1/0,50,2/0,70,Bi-metal,,35-LE200TF06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,07,2/0,70,3/0,,Copper,,35-LE200TF07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,07,2/0,70,3/0,,Bi-metal,,35-LE200TF07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,08,3/0,,4/0,95,Copper,,35-LE200TF08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,08,3/0,,4/0,95,Bi-metal,,35-LE200TF08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,09,4/0,95,250,120,Copper,,35-LE200TF09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,09,4/0,95,250,120,Bi-metal,,35-LE200TF09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,10,250,120,300,,Copper,,35-LE200TF10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,Capacitive,F,37.4,43.0,10,250,120,300,,Bi-metal,,35-LE200TF10B
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,01,#6,,#4,,Bi-metal,Hi-Tech,15-LFE200TAHE01
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,02,#4,,#3,25,Bi-metal,Hi-Tech,15-LFE200TAHE02
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,03,#3,25,#2,35,Bi-metal,Hi-Tech,15-LFE200TAHE03
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,04,#2,35,#1,,Bi-metal,Hi-Tech,15-LFE200TAHE04
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,05,#1,,1/0,50,Bi-metal,Hi-Tech,15-LFE200TAHE05
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,06,1/0,50,2/0,70,Bi-metal,Hi-Tech,15-LFE200TAHE06
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,07,2/0,70,3/0,,Bi-metal,Hi-Tech,15-LFE200TAHE07
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,08,3/0,,4/0,95,Bi-metal,Hi-Tech,15-LFE200TAHE08
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,09,4/0,95,250,120,Bi-metal,Hi-Tech,15-LFE200TAHE09
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,10,250,120,300,,Bi-metal,Hi-Tech,15-LFE200TAHE10
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,01,#6,,#4,,Bi-metal,Cooper,15-LFE200TACE01
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,02,#4,,#3,25,Bi-metal,Cooper,15-LFE200TACE02
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,03,#3,25,#2,35,Bi-metal,Cooper,15-LFE200TACE03
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,04,#2,35,#1,,Bi-metal,Cooper,15-LFE200TACE04
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,05,#1,,1/0,50,Bi-metal,Cooper,15-LFE200TACE05
