
Standard,Family,Product_Group,Voltage_kV,Current_A,Base_Code,Test_Point,Cable_Range_Code,Cable_OD_Min_mm,Cable_OD_Max_mm,Conductor_Code,Concentric_AWG,Concentric_mm2,Compact_AWG,Compact_mm2,Connector_Type,Fuse_Manufacturer,Final_Product_Code
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,15,200,15-LE200,Capacitive,D,23.62,30.99,09,4/0,95,250,120,Copper,,15-LE200TD09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,15,200,15-LE200,Capacitive,D,23.62,30.99,09,4/0,95,250,120,Bi-metal,,15-LE200TD09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,15,200,15-LE200,Capacitive,D,23.62,30.99,10,250,120,300,,Copper,,15-LE200TD10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,15,200,15-LE200,Capacitive,D,23.62,30.99,10,250,120,300,,Bi-metal,,15-LE200TD10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,01,#6,,#4,,Copper,,25-LE200A01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,01,#6,,#4,,Bi-metal,,25-LE200A01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,02,#4,,#3,25,Copper,,25-LE200A02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,02,#4,,#3,25,Bi-metal,,25-LE200A02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,03,#3,25,#2,35,Copper,,25-LE200A03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,03,#3,25,#2,35,Bi-metal,,25-LE200A03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,04,#2,35,#1,,Copper,,25-LE200A04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,04,#2,35,#1,,Bi-metal,,25-LE200A04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,05,#1,,1/0,50,Copper,,25-LE200A05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,05,#1,,1/0,50,Bi-metal,,25-LE200A05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,06,1/0,50,2/0,70,Copper,,25-LE200A06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,06,1/0,50,2/0,70,Bi-metal,,25-LE200A06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,07,2/0,70,3/0,,Copper,,25-LE200A07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,07,2/0,70,3/0,,Bi-metal,,25-LE200A07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,08,3/0,,4/0,95,Copper,,25-LE200A08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,08,3/0,,4/0,95,Bi-metal,,25-LE200A08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,09,4/0,95,250,120,Copper,,25-LE200A09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,09,4/0,95,250,120,Bi-metal,,25-LE200A09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,10,250,120,300,,Copper,,25-LE200A10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,A,15.49,22.23,10,250,120,300,,Bi-metal,,25-LE200A10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,01,#6,,#4,,Copper,,25-LE200B01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,01,#6,,#4,,Bi-metal,,25-LE200B01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,02,#4,,#3,25,Copper,,25-LE200B02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,02,#4,,#3,25,Bi-metal,,25-LE200B02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,03,#3,25,#2,35,Copper,,25-LE200B03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,03,#3,25,#2,35,Bi-metal,,25-LE200B03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,04,#2,35,#1,,Copper,,25-LE200B04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,04,#2,35,#1,,Bi-metal,,25-LE200B04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,05,#1,,1/0,50,Copper,,25-LE200B05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,05,#1,,1/0,50,Bi-metal,,25-LE200B05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,06,1/0,50,2/0,70,Copper,,25-LE200B06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,06,1/0,50,2/0,70,Bi-metal,,25-LE200B06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,07,2/0,70,3/0,,Copper,,25-LE200B07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,07,2/0,70,3/0,,Bi-metal,,25-LE200B07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,08,3/0,,4/0,95,Copper,,25-LE200B08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,08,3/0,,4/0,95,Bi-metal,,25-LE200B08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,09,4/0,95,250,120,Copper,,25-LE200B09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,09,4/0,95,250,120,Bi-metal,,25-LE200B09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,10,250,120,300,,Copper,,25-LE200B10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,B,18.29,25.02,10,250,120,300,,Bi-metal,,25-LE200B10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,01,#6,,#4,,Copper,,25-LE200C01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,01,#6,,#4,,Bi-metal,,25-LE200C01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,02,#4,,#3,25,Copper,,25-LE200C02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,02,#4,,#3,25,Bi-metal,,25-LE200C02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,03,#3,25,#2,35,Copper,,25-LE200C03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,03,#3,25,#2,35,Bi-metal,,25-LE200C03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,04,#2,35,#1,,Copper,,25-LE200C04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,04,#2,35,#1,,Bi-metal,,25-LE200C04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,05,#1,,1/0,50,Copper,,25-LE200C05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,05,#1,,1/0,50,Bi-metal,,25-LE200C05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,06,1/0,50,2/0,70,Copper,,25-LE200C06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,06,1/0,50,2/0,70,Bi-metal,,25-LE200C06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,07,2/0,70,3/0,,Copper,,25-LE200C07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,07,2/0,70,3/0,,Bi-metal,,25-LE200C07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,08,3/0,,4/0,95,Copper,,25-LE200C08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,08,3/0,,4/0,95,Bi-metal,,25-LE200C08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,09,4/0,95,250,120,Copper,,25-LE200C09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,09,4/0,95,250,120,Bi-metal,,25-LE200C09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,10,250,120,300,,Copper,,25-LE200C10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,C,23.37,30.1,10,250,120,300,,Bi-metal,,25-LE200C10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,01,#6,,#4,,Copper,,25-LE200D01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,01,#6,,#4,,Bi-metal,,25-LE200D01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,02,#4,,#3,25,Copper,,25-LE200D02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,02,#4,,#3,25,Bi-metal,,25-LE200D02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,03,#3,25,#2,35,Copper,,25-LE200D03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,03,#3,25,#2,35,Bi-metal,,25-LE200D03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,04,#2,35,#1,,Copper,,25-LE200D04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,04,#2,35,#1,,Bi-metal,,25-LE200D04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,05,#1,,1/0,50,Copper,,25-LE200D05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,05,#1,,1/0,50,Bi-metal,,25-LE200D05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,06,1/0,50,2/0,70,Copper,,25-LE200D06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,06,1/0,50,2/0,70,Bi-metal,,25-LE200D06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,07,2/0,70,3/0,,Copper,,25-LE200D07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,07,2/0,70,3/0,,Bi-metal,,25-LE200D07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,08,3/0,,4/0,95,Copper,,25-LE200D08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,08,3/0,,4/0,95,Bi-metal,,25-LE200D08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,09,4/0,95,250,120,Copper,,25-LE200D09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,09,4/0,95,250,120,Bi-metal,,25-LE200D09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,10,250,120,300,,Copper,,25-LE200D10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,None,D,26.42,33.15,10,250,120,300,,Bi-metal,,25-LE200D10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,01,#6,,#4,,Copper,,25-LE200TA01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,01,#6,,#4,,Bi-metal,,25-LE200TA01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,02,#4,,#3,25,Copper,,25-LE200TA02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,02,#4,,#3,25,Bi-metal,,25-LE200TA02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,03,#3,25,#2,35,Copper,,25-LE200TA03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,03,#3,25,#2,35,Bi-metal,,25-LE200TA03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,04,#2,35,#1,,Copper,,25-LE200TA04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,04,#2,35,#1,,Bi-metal,,25-LE200TA04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,05,#1,,1/0,50,Copper,,25-LE200TA05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,05,#1,,1/0,50,Bi-metal,,25-LE200TA05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,06,1/0,50,2/0,70,Copper,,25-LE200TA06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,06,1/0,50,2/0,70,Bi-metal,,25-LE200TA06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,07,2/0,70,3/0,,Copper,,25-LE200TA07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,07,2/0,70,3/0,,Bi-metal,,25-LE200TA07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,08,3/0,,4/0,95,Copper,,25-LE200TA08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,08,3/0,,4/0,95,Bi-metal,,25-LE200TA08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,09,4/0,95,250,120,Copper,,25-LE200TA09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,09,4/0,95,250,120,Bi-metal,,25-LE200TA09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,10,250,120,300,,Copper,,25-LE200TA10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,A,15.49,22.23,10,250,120,300,,Bi-metal,,25-LE200TA10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,01,#6,,#4,,Copper,,25-LE200TB01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,01,#6,,#4,,Bi-metal,,25-LE200TB01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,02,#4,,#3,25,Copper,,25-LE200TB02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,02,#4,,#3,25,Bi-metal,,25-LE200TB02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,03,#3,25,#2,35,Copper,,25-LE200TB03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,03,#3,25,#2,35,Bi-metal,,25-LE200TB03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,04,#2,35,#1,,Copper,,25-LE200TB04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,04,#2,35,#1,,Bi-metal,,25-LE200TB04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,05,#1,,1/0,50,Copper,,25-LE200TB05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,05,#1,,1/0,50,Bi-metal,,25-LE200TB05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,06,1/0,50,2/0,70,Copper,,25-LE200TB06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,06,1/0,50,2/0,70,Bi-metal,,25-LE200TB06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,07,2/0,70,3/0,,Copper,,25-LE200TB07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,07,2/0,70,3/0,,Bi-metal,,25-LE200TB07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,08,3/0,,4/0,95,Copper,,25-LE200TB08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,08,3/0,,4/0,95,Bi-metal,,25-LE200TB08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,09,4/0,95,250,120,Copper,,25-LE200TB09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,09,4/0,95,250,120,Bi-metal,,25-LE200TB09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,10,250,120,300,,Copper,,25-LE200TB10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,B,18.29,25.02,10,250,120,300,,Bi-metal,,25-LE200TB10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,01,#6,,#4,,Copper,,25-LE200TC01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,01,#6,,#4,,Bi-metal,,25-LE200TC01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,02,#4,,#3,25,Copper,,25-LE200TC02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,02,#4,,#3,25,Bi-metal,,25-LE200TC02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,03,#3,25,#2,35,Copper,,25-LE200TC03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,03,#3,25,#2,35,Bi-metal,,25-LE200TC03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,04,#2,35,#1,,Copper,,25-LE200TC04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,04,#2,35,#1,,Bi-metal,,25-LE200TC04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,05,#1,,1/0,50,Copper,,25-LE200TC05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,05,#1,,1/0,50,Bi-metal,,25-LE200TC05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,06,1/0,50,2/0,70,Copper,,25-LE200TC06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,06,1/0,50,2/0,70,Bi-metal,,25-LE200TC06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,07,2/0,70,3/0,,Copper,,25-LE200TC07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,07,2/0,70,3/0,,Bi-metal,,25-LE200TC07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,08,3/0,,4/0,95,Copper,,25-LE200TC08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,08,3/0,,4/0,95,Bi-metal,,25-LE200TC08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,09,4/0,95,250,120,Copper,,25-LE200TC09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,09,4/0,95,250,120,Bi-metal,,25-LE200TC09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,10,250,120,300,,Copper,,25-LE200TC10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,C,23.37,30.1,10,250,120,300,,Bi-metal,,25-LE200TC10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,01,#6,,#4,,Copper,,25-LE200TD01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,01,#6,,#4,,Bi-metal,,25-LE200TD01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,02,#4,,#3,25,Copper,,25-LE200TD02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,02,#4,,#3,25,Bi-metal,,25-LE200TD02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,03,#3,25,#2,35,Copper,,25-LE200TD03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,03,#3,25,#2,35,Bi-metal,,25-LE200TD03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,04,#2,35,#1,,Copper,,25-LE200TD04C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,04,#2,35,#1,,Bi-metal,,25-LE200TD04B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,05,#1,,1/0,50,Copper,,25-LE200TD05C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,05,#1,,1/0,50,Bi-metal,,25-LE200TD05B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,06,1/0,50,2/0,70,Copper,,25-LE200TD06C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,06,1/0,50,2/0,70,Bi-metal,,25-LE200TD06B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,07,2/0,70,3/0,,Copper,,25-LE200TD07C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,07,2/0,70,3/0,,Bi-metal,,25-LE200TD07B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,08,3/0,,4/0,95,Copper,,25-LE200TD08C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,08,3/0,,4/0,95,Bi-metal,,25-LE200TD08B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,09,4/0,95,250,120,Copper,,25-LE200TD09C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,09,4/0,95,250,120,Bi-metal,,25-LE200TD09B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,10,250,120,300,,Copper,,25-LE200TD10C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,25,200,25-LE200,Capacitive,D,26.42,33.15,10,250,120,300,,Bi-metal,,25-LE200TD10B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,01,#6,,#4,,Copper,,35-LE200C01C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,01,#6,,#4,,Bi-metal,,35-LE200C01B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,02,#4,,#3,25,Copper,,35-LE200C02C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,02,#4,,#3,25,Bi-metal,,35-LE200C02B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,03,#3,25,#2,35,Copper,,35-LE200C03C
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,03,#3,25,#2,35,Bi-metal,,35-LE200C03B
IEEE/ANSI,Cable Accessories,Loadbreak Elbow,35,200,35-LE200,None,C,21.5,26.7,04,#2,35,#1,,Copper,,35-LE200C04C
